EAN	Offer_id	Titel	"Günstigster Gesamtpreis neu"	"Günstigster Gesamtpreis gebraucht"	"Ihr Gesamtpreis"	"Differenz zu neu absolut"	"Differenz zu neu %"	"Differenz zu gebraucht absolut"	"Differenz zu gebraucht %"	"Zustand des Angebots"
0702024416958	56-016-11+1102018	"Boxspringbett ATLANTA2 160cm braun Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	810,10	0,00	810,10	0,00	0,00	810,10	100,00	new
0702024416965	56-016-15+1102018	"Boxspringbett ATLANTA2 160cm schwarz Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	810,10	0,00	810,10	0,00	0,00	810,10	100,00	new
0702024416972	56-018-10+1102018	"Boxspringbett ATLANTA2 180cm grau Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	891,10	0,00	891,10	0,00	0,00	891,10	100,00	new
0702024416989	56-018-11+1102018	"Boxspringbett ATLANTA2 180cm braun Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	891,10	0,00	891,10	0,00	0,00	891,10	100,00	new
0702024416996	56-018-15+1102018	"Boxspringbett ATLANTA2 180cm schwarz Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	891,10	0,00	891,10	0,00	0,00	891,10	100,00	new
0702024417009	56-757-85	"Boxspringbett Madison2 160cm blau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1146,10	0,00	1146,10	0,00	0,00	1146,10	100,00	new
0702024417016	56-767-85	"Boxspringbett Madison3 160cm blau Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1155,10	0,00	1155,10	0,00	0,00	1155,10	100,00	new
0702024417023	56-767-71	"Boxspringbett Madison3 160cm beige hellbraun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1155,10	0,00	1155,10	0,00	0,00	1155,10	100,00	new
0702024417030	56-767-21	"Boxspringbett Madison3 160cm braun Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	1155,10	0,00	1155,10	0,00	0,00	1155,10	100,00	new
0702024417054	T10484	"Drehtürenschrank Kärnten Kleiderschrank Schrank weiß mit Spiegel 135 cm"	278,10	0,00	278,10	0,00	0,00	278,10	100,00	new
0702024417061	T10453	"Drehtürenschrank Kärnten Kleiderschrank Schrankweiß mit Spiegel 180 cm"	345,90	0,00	345,90	0,00	0,00	345,90	100,00	new
0702024417078	36-257-B5+35-262-B5+35-398-B5	"Babyzimmer-Set LUCA 3tlg Wickelkommode Standregal Wandregal Pinie weiß"	415,60	0,00	415,60	0,00	0,00	415,60	100,00	new
0702024417085	36-257-B5+35-262-B5+35-398-B5+58-059-B5+	"Babyzimmer-Set LUCA 5tlg Wickelkommode Babybett Standregal Wandregal Kleiderschrank 3 Türen Pinie weiß"	953,90	0,00	953,90	0,00	0,00	953,90	100,00	new
0702024417092	TMM0702024417092	"Kinderzimmer-Set LUCA Jugendzimmer 5tlg Kleiderschrank Bett Nachttisch Schreibtisch Standregal Pinie weiß"	831,30	0,00	831,30	0,00	0,00	831,30	100,00	new
0702024417108	TMM0702024417108	"Kinderzimmer-Set LUCA Jugendzimmer 4tlg Kleiderschrank Bett Nachttisch Schreibtisch Pinie weiß"	710,30	0,00	710,30	0,00	0,00	710,30	100,00	new
0702024417122	TMM0702024417122	"Kinderzimmer-Set MOON Jugendzimmer 7tlg Kleiderschrank Drehtüren Schreibtisch Standregal Kommode Bett Nachttisch weiß Driftwood"	1235,40	0,00	1235,40	0,00	0,00	1235,40	100,00	new
0702024417139	TMM0702024417139	"Kinderzimmer-Set MOON Jugendzimmer 4tlg Kleiderschrank Standregal Bett Nachttisch weiß Driftwood"	823,00	0,00	823,00	0,00	0,00	823,00	100,00	new
0702024417146	33-999-72	"Sitzkissen Garderobenbank ROMANCE"	81,80	0,00	81,80	0,00	0,00	81,80	100,00	new
0702024417535	58-345-H1+50-028-H1	"Schlafzimmer Komplett Set 4-tlg. STEFAN Bett 180 Kleiderschrank 212 cm Nachtkommoden weiß grau Beton"	680,30	0,00	680,30	0,00	0,00	680,30	100,00	new
0702024417542	58-229-H2+22-230-H2	"Schlafzimmer Komplett Set 4-tlg. CAPRI Bett 180 Kleiderschrank 270 cm Nachtkommoden weiß Wildeiche"	1091,40	0,00	1091,40	0,00	0,00	1091,40	100,00	new
0702024417559	58-229-K2+22-230-K2	"Schlafzimmer Komplett Set 4-tlg. CAPRI Bett 180 Kleiderschrank 270 cm Nachtkommoden grau Wildeiche"	1135,10	0,00	1135,10	0,00	0,00	1135,10	100,00	new
0702024417566	58-229-H2+22-229-H2	"Schlafzimmer Komplett Set 4-tlg. CAPRI XL Bett 180 Kleiderschrank 270 cm Nachtkommoden weiß Wildeiche"	1240,00	0,00	1240,00	0,00	0,00	1240,00	100,00	new
0702024417573	58-229-K2+22-229-K2	"Schlafzimmer Komplett Set 4-tlg. CAPRI XL Bett 180 Kleiderschrank 270 cm Nachtkommoden grau Wildeiche"	1240,50	0,00	1240,50	0,00	0,00	1240,50	100,00	new
0702024417597	22-172-66+39-880-66	"Jugendzimmer-Set NANU 5tlg. Komplettset Bett Schrank Regal Schreibtisch Hängeregal Eiche Sonoma weiß"	441,20	0,00	441,20	0,00	0,00	441,20	100,00	new
0702024417610	36-257-B5+35-262-B5+35-398-B5+58-058-B5+	"Babyzimmer-Set LUCA 5tlg Wickelkommode Babybett Standregal Wandregal Kleiderschrank 2türig  Pinie weiß"	849,90	0,00	849,90	0,00	0,00	849,90	100,00	new
0702024417627	TMM0702024417627	"Kinderzimmer-Set MOON Jugendzimmer 7tlg Kleiderschrank Schwebetüren Schreibtisch Standregal Kommode Bett Nachttisch weiß Driftwood"	1101,20	0,00	1101,20	0,00	0,00	1101,20	100,00	new
0702024417641	39-452-17	"Eckschreibtisch OFFICE LINE Winkelschreibtisch Schreibtisch Büro Weiss"	284,80	0,00	284,80	0,00	0,00	284,80	100,00	new
0702024417665	TMM0702024417665	"Babyzimmer-Set Luca 6tlg. Wickelkommode Kommode Babybett Standregal Wandregal Kleiderschrank 2türig Pinie weiß"	925,40	0,00	925,40	0,00	0,00	925,40	100,00	new
0702024417672	TMM0702024417672	"Babyzimmer-Set LUCA 6tlg Wickelkommode Kommode Babybett Standregal Wandregal Kleiderschrank 3 Türen Pinie weiß"	969,20	0,00	969,20	0,00	0,00	969,20	100,00	new
0702024417689	TMM0702024417689	"Babyzimmer-Set LUISA 4tlg Wickelkommode Babybett Wandregal Kleiderschrank 3 Türen Pinie weiß"	948,90	0,00	948,90	0,00	0,00	948,90	100,00	new
0702024417696	TMM0702024417696	"Babyzimmer-Set MARA 5tlg Wickelkommode Unterregal Babybett Standregal Wandregal Kleiderschrank 2 Türen weiß"	994,50	0,00	994,50	0,00	0,00	994,50	100,00	new
0702024417719	TMM0702024417719	"Babyzimmer-Set LUISA 4tlg Wickelkommode Babybett Wandregal Kleiderschrank 2 Türen Pinie weiß"	848,90	0,00	848,90	0,00	0,00	848,90	100,00	new
0702024417726	TMM0702024417726	"Babyzimmer-Set MARA 5tlg Wickelkommode Unterregal Babybett Standregal Wandregal Kleiderschrank 3 Türen weiß"	1085,10	0,00	1085,10	0,00	0,00	1085,10	100,00	new
0702024417740	58-530-17+22-530-17+36-531-17	"Babyzimmer-Set Paula 3tlg Wickelkommode Babybett Kleiderschrank 3türig  weiß"	491,60	0,00	491,60	0,00	0,00	491,60	100,00	new
0702024417818	44-011-H1	"Sideboard Kommode PERF Wohnzimmer Highboard Anrichte weiß grau beton"	169,80	0,00	169,80	0,00	0,00	169,80	100,00	new
0702024417825	33-655-E2	"Bank CANCAN Regal Miniregal Nachttisch Beistelltisch 68cm edelbuche"	91,90	0,00	91,90	0,00	0,00	91,90	100,00	new
0702024417863	87-192-A7+58-727-A7	"Bettanlage Bett Schrank Kleiderschrank Schlafzimmer komplett Set MARS weiß lava grau"	845,10	0,00	845,10	0,00	0,00	845,10	100,00	new
0702024417948	TMM0702024417948+38-063-A4	"Senior Schlafzimmer Komplett Set 4-tlg. LUCA K Komfort Seniorenzimmer m. Kommode Eiche San Remo"	776,50	0,00	776,50	0,00	0,00	776,50	100,00	new
0702024417955	TMM0702024417948	"Senior Schlafzimmer Komplett Set 3-tlg. LUCA K Komfort Seniorenzimmer Eiche San Remo"	566,50	0,00	566,50	0,00	0,00	566,50	100,00	new
0702024417979	TMM0702024417979	"Senioren Schlafzimmer Komplett Set 3-tlg. LUCA K Komfort Seniorenzimmer Pinie weiß"	553,50	0,00	553,50	0,00	0,00	553,50	100,00	new
0702024417986	TMM0702024417986	"Senioren Schlafzimmer Komplett Set 4-tlg. LUCA K Komfort Seniorenzimmer Pinie weiß"	743,40	0,00	743,40	0,00	0,00	743,40	100,00	new
0702024417993	87-162-A4+58-062-A4+38-063-A4	"Schlafzimmer Komplett Set 5-tlg. LUCA Bett 180 Schubkasten Kleiderschrank 241 cm Nachtkommoden Kommode Eiche San Remo"	1037,90	0,00	1037,90	0,00	0,00	1037,90	100,00	new
0702024418006	87-162-A4+58-062-A4	"Schlafzimmer Komplett Set 4-tlg. LUCA Bett 180 Schubkasten Kleiderschrank 241 cm Nachtkommoden Eiche San Remo"	849,10	0,00	849,10	0,00	0,00	849,10	100,00	new
0702024418013	A9-CL-VA-03	"Wohnwand Wohnzimmer Set Cool 4 tlg. Kommode Wandboard TV Lowboard"	250,10	0,00	250,10	0,00	0,00	250,10	100,00	new
0702024418020	A9-CL-VA-04	"Wohnwand Wohnzimmer Set Cool 4 tlg. Kommode Wandboard TV Lowboard schwarz Holz"	250,10	0,00	250,10	0,00	0,00	250,10	100,00	new
0702024418044	22-650-13+58-166-17	"Schlafzimmer Komplett Set 4-tlg. BONN BRAVO Bett 180 Kleiderschrank 270 cm Nachtkommoden weiß"	1034,10	0,00	1034,10	0,00	0,00	1034,10	100,00	new
0702024418051	318299+318288	"Bett FILOU Bettgestell mit Bettkasten Kinderbett Kinderzimmer Jugendzimmer Alpinweiß"	258,10	0,00	258,10	0,00	0,00	258,10	100,00	new
0702024418068	58-540-N9+22-510-N9	"Schlafzimmer Komplett Set 3-tlg. BRÜSSEL PALMA Bett 180 Kleiderschrank 270 cm Nachtkommoden Haveleiche Beton Beleuchtung"	850,10	0,00	850,10	0,00	0,00	850,10	100,00	new
0702024418075	64-853-26+64-852-26	"Couch mit Sessel Fjord Schlafcouch Bettsofa Schlafsofa Sofabett Zweisitzer umklappbar blau denim 222 cm"	999,69	0,00	999,69	0,00	0,00	999,69	100,00	new
0702024418327	58-812-13+58-816-13	"Kleiderschrank HAGEN 2 -türig Drehtürenschrank Schrank mit Schubkästen und Aufsatz weiß Hochglanz 90cm"	320,10	0,00	320,10	0,00	0,00	320,10	100,00	new
0702024418334	58-813-13+58-817-13	"Kleiderschrank HAGEN 3 -türig Drehtürenschrank Schrank mit Schubkästen und Aufsatz weiß Hochglanz 135cm"	400,20	0,00	400,20	0,00	0,00	400,20	100,00	new
0702024418341	58-814-13+58-818-13	"Kleiderschrank HAGEN 4 -türig Drehtürenschrank Schrank mit Schubkästen und Aufsatz weiß Hochglanz 180cm"	501,10	0,00	501,10	0,00	0,00	501,10	100,00	new
0702024418358	39-452-66	"Eckschreibtisch OFFICE LINE Winkelschreibtisch Schreibtisch Büro Eiche Sonoma"	240,10	0,00	240,10	0,00	0,00	240,10	100,00	new
0702024418365	TMM0702024418365	"Babyzimmer-Set BORNHOLM 7tlg Komplettset Bett Bettkasten Wickelkommode großer Schrank Regal Weisseiche Nachbildung"	840,10	0,00	840,10	0,00	0,00	840,10	100,00	new
0702024418372	87-062-B5+38-063-B5	"Schlafzimmer Komplett Set 5-tlg. LUCA Bett 180 Schubkasten Kleiderschrank 241 cm Nachtkommoden Kommode Pinie Weiß Trüffel Braun"	1038,40	0,00	1038,40	0,00	0,00	1038,40	100,00	new
0702024418396	TMM0702024418396	"Essgruppe JEAN Tisch mit 4 Stühlen Esstisch Küchentisch ausziehbar Glas weiß oval"	1299,60	0,00	1299,60	0,00	0,00	1299,60	100,00	new
0702024418402	TMM0702024418402	"Essgruppe  ROBINSON Tischgruppe Esstisch mit 6 Stühlen Tisch Ausziehtisch Keramik Glas rechteckig braun 160-210cm"	1809,10	0,00	1809,10	0,00	0,00	1809,10	100,00	new
0702024418419	TMM0702024418419	"Essgruppe  ROBINSON Tischgruppe Esstisch mit 4 Stühlen Tisch Ausziehtisch Keramik Glas rechteckig braun 160-210cm"	1536,10	0,00	1536,10	0,00	0,00	1536,10	100,00	new
0702024418808	64-835-89+64-836-89+64-837-89	"Sofa Set Riga Sofagarnitur Wohnzimmerset Polstergarnitur Zweisitzer Dreisitzer Hocker Sofa Couch hellgrau silber"	986,10	0,00	986,10	0,00	0,00	986,10	100,00	new
0702024418815	62-276-G0+62-276-G0	"Stuhl 2er Set EMILY Esszimmerstuhl Polsterstuhl Edelstahl grau hell"	243,10	0,00	243,10	0,00	0,00	243,10	100,00	new
0702024418822	58-560-R8+87-560-R8+38-560-R8	"Schlafzimmer Set ORLANDO Schwebetürenschrank 3-türig Doppelbett Nachtkommode Kommode Artisan Eiche mit Spiegel 270cm"	1456,40	0,00	1456,40	0,00	0,00	1456,40	100,00	new
0702024418839	58-560-R8+87-560-R8	"Schlafzimmer Set ORLANDO Schwebetürenschrank 3-türig Doppelbett Nachtkommode Artisan Eiche mit Spiegel 270cm"	1170,40	0,00	1170,40	0,00	0,00	1170,40	100,00	new
4038061120340	318273	"Kleiderschrank FILOU 3-türig Schrank mit Schubkästen Kinderzimmer Jugendzimmer Alpinaweiß"	360,90	0,00	360,90	0,00	0,00	360,90	100,00	new
4038061122894	324882	"Garderobe KIRA Garderobenset Alpinweiß Absetzung Montana-Eiche"	106,80	0,00	106,80	0,00	0,00	106,80	100,00	new
4038061124249	316392	"Babyzimmer-Set LILLY 3tlg Bett Komplettset Wickelkommode Schrank Abs. San Remo-Eiche"	471,20	0,00	471,20	0,00	0,00	471,20	100,00	new
4038061124263	316394	"Babyzimmer-Set LILLY 6tlg Komplett Bett Bettseiten Wickelkommode Unterschrank Schrank Regal Abs. San Remo-Eiche"	612,90	0,00	612,90	0,00	0,00	612,90	100,00	new
4038061151825	320441	"Babyzimmer-Set JALTA 5tlg Komplettset Bett Wickelkommode Schrank Regal Alpinweiß"	849,10	0,00	849,10	0,00	0,00	849,10	100,00	new
4038061154109	321441	"Babyzimmer-Set JALTA 5tlg Bett Wickelkommode Schrank Regal Eiche Sägerau"	839,50	0,00	839,50	0,00	0,00	839,50	100,00	new
4038061167123	310393	"Babyzimmer-Set KIMBA 3tlg Bett Komplettset Wickelkommode kl. Schrank Eiche-Sägerau"	434,90	0,00	434,90	0,00	0,00	434,90	100,00	new
4038061167260	325416	"Schreibtisch KIRA Kinderzimmer Jugendzimmer Alpinweiß Absetzung Eiche Sägerau"	180,10	0,00	180,10	0,00	0,00	180,10	100,00	new
4038062021554	S20-704	"Sideboard Kommode STOCKHOLM Schubalden Schlafzimmer 130 cm grau braun Weißtanne"	309,80	0,00	309,80	0,00	0,00	309,80	100,00	new
4038062064650	F15857	"Schwebetürenschrank Level 36 Kleiderschrank Schrank Drehtürenschrank weiß mit Spiegel 250 cm"	711,10	0,00	711,10	0,00	0,00	711,10	100,00	new
4038062064742	F15485	"Schwebetürenschrank Level 36 Kleiderschrank Schrank Drehtürenschrank weiß mit Spiegel 200 cm"	711,90	0,00	711,90	0,00	0,00	711,90	100,00	new
4038062064759	F15486	"Schwebetürenschrank Level 36 Kleiderschrank Schrank Drehtürenschrank mit Schubladen weiß mit Spiegel 250 cm"	839,10	0,00	839,10	0,00	0,00	839,10	100,00	new
4038062064964	F15497	"Schwebetürenschrank Level 36 Kleiderschrank Schrank Drehtürenschrank weiß mit Spiegel 300 cm"	1183,30	0,00	1183,30	0,00	0,00	1183,30	100,00	new
4038062072068	F37393	"Schwebetürenschrank Magic Kleiderschrank Schrank Drehtürenschrank Alpinweiß plankeneiche nachbildung mit Spiegel 300 cm"	928,10	0,00	928,10	0,00	0,00	928,10	100,00	new
4038889030203	58-301-A8	"Schwebetürenschrank VICTOR 2 Kleiderschrank Schrank Schlafzimmer weiß Schachbrett Eiche San Remo 170cm"	245,90	0,00	245,90	0,00	0,00	245,90	100,00	new
4038889035284	85-960-13	"***  *** SPICE Badezimmer Set Komplettset Bad Weiß Hochglanz"	567,97	0,00	567,97	0,00	0,00	567,97	100,00	new
4038889035291	85-961-13	"Badmöbel-Set SPICE 3-tlg Badezimmer Badmöbel weiß mit Beleuchtung"	455,10	0,00	455,10	0,00	0,00	455,10	100,00	new
4038889038698	39-361-D9	"Eckschreibtisch QUADRO Winkelschreibtisch Schreibtisch Büro in Sandeiche-weiß"	233,20	0,00	233,20	0,00	0,00	233,20	100,00	new
4038889038926	44-671-D5	"STONE Sideboard A Anrichte Kommode Wohnzimmerschrank Wohnzimmer Weiß / Beton"	193,80	0,00	193,80	0,00	0,00	193,80	100,00	new
4038889038933	45-671-D5	"*  * STONE Highboard Vitrine Sideboard Wohnzimmerschrank Weiß / Beton"	269,60	0,00	269,60	0,00	0,00	269,60	100,00	new
4038889039411	85-247-D5	"Badezimmer-Komplett-Set MANHATTAN 5 tlg. Badezimmer Set Badmöbel Badezimmermöbel in Grau Abs. weiß hochglanz"	831,14	0,00	831,14	0,00	0,00	831,14	100,00	new
4038889039428	85-248-D5	"MANHATTAN Badezimmer Set 2-tlg. Grau / Weiß Hochglanz"	548,40	0,00	548,40	0,00	0,00	548,40	100,00	new
4038889041001	84-150-68	"Küche Andy Küchenblock Küchenzeile Komplettküche 270cm Singleküche Miniküche Kleinküche weiß Eiche"	349,90	0,00	349,90	0,00	0,00	349,90	100,00	new
4038889041308	84-115-A5	"Küche Madeira Küchenblock Küchenzeile Komplettküche 290cm Singleküche Miniküche Kleinküche weiß Eiche"	544,00	0,00	544,00	0,00	0,00	544,00	100,00	new
4038889041827	39-458-L5	"Winkelkombination Büro Home Office Grau Lichtgrau Office Lux ohne Rollcontainer"	273,40	0,00	273,40	0,00	0,00	273,40	100,00	new
4038889042657	84-121-B3	"Küche Landhaus Küchenblock Küchenzeile Komplettküche 270cm Singleküche Miniküche Kleinküche weiß"	606,10	0,00	606,10	0,00	0,00	606,10	100,00	new
4038889043265	85-308-86	"BEST Badezimmer Set 3-tlg. Wildeiche"	675,90	0,00	675,90	0,00	0,00	675,90	100,00	new
4038889044262	84-216-H2	"Küche Madeira 2 Küchenblock Küchenzeile Komplettküche 280cm Singleküche Miniküche Kleinküche weiß Eiche"	548,10	0,00	548,10	0,00	0,00	548,10	100,00	new
4038889044392	84-316-H2	"Küche Madeira 2 Küchenblock Küchenzeile Komplettküche 220cm Singleküche Miniküche Kleinküche weiß Eiche"	436,10	0,00	436,10	0,00	0,00	436,10	100,00	new
4038889046495	84-311-D55	"Sligo II Küchenzeile Küchenblock Anthrazit Weiss"	504,10	0,00	504,10	0,00	0,00	504,10	100,00	new
4038889046518	84-312-68	"Leixlip Küchenzeile Küchenblock Eiche Sonoma Weiss"	658,10	0,00	658,10	0,00	0,00	658,10	100,00	new
4061722003478	64-572-693	"Couch Lazy Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar flamingo rosé 250 cm"	848,10	0,00	848,10	0,00	0,00	848,10	100,00	new
4061722014627	64-745-20R	"Ecksofa Nalo Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar sand beige Ottomane rechts L-Form"	1158,10	0,00	1158,10	0,00	0,00	1158,10	100,00	new
4061722014634	64-745-89R	"Ecksofa Nalo Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar silber hellgrau Ottomane rechts L-Form"	1135,60	0,00	1135,60	0,00	0,00	1135,60	100,00	new
4061722014641	64-745-40R	"Ecksofa Nalo XL Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau Ottomane rechts L-Form"	1158,10	0,00	1158,10	0,00	0,00	1158,10	100,00	new
4061722014658	64-745-24R	"Ecksofa Nalo XL Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar dunkelgrau Ottomane rechts L-Form"	1158,10	0,00	1158,10	0,00	0,00	1158,10	100,00	new
4061722014689	64-745-10R	"Ecksofa Nalo Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar braun-schwarz Ottomane rechts L-Form"	1158,10	0,00	1158,10	0,00	0,00	1158,10	100,00	new
4061722014719	64-745-20L	"Ecksofa Nalo Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar sand beige Ottomane links L-Form"	1158,10	0,00	1158,10	0,00	0,00	1158,10	100,00	new
4061722014726	64-745-89L	"Ecksofa Nalo Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar silber hellgrau Ottomane links L-Form"	1158,10	0,00	1158,10	0,00	0,00	1158,10	100,00	new
4061722014733	64-745-40L	"Ecksofa Nalo XL Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau Ottomane links L-Form"	1158,10	0,00	1158,10	0,00	0,00	1158,10	100,00	new
4061722014771	64-745-10L	"Ecksofa Nalo Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar braun-schwarz Ottomane links L-Form"	1158,10	0,00	1158,10	0,00	0,00	1158,10	100,00	new
4061722017536	64-758-40R	"Couch Nalo Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar schlamm grau Ottomane rechts U-Form"	1458,10	0,00	1458,10	0,00	0,00	1458,10	100,00	new
4061722017543	64-758-24R	"Couch Nalo Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar dunkelgrau Ottomane rechts U-Form"	1458,10	0,00	1458,10	0,00	0,00	1458,10	100,00	new
4061722017550	64-758-60R	"Couch Nalo Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar anthrazit Ottomane rechts U-Form"	1436,60	0,00	1436,60	0,00	0,00	1436,60	100,00	new
4061722017574	64-758-10R	"Couch Nalo Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar braun-schwarz Ottomane rechts U-Form"	1458,10	0,00	1458,10	0,00	0,00	1458,10	100,00	new
4061722017628	64-758-40L	"Couch Nalo Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar schlamm grau Ottomane links U-Form"	1458,10	0,00	1458,10	0,00	0,00	1458,10	100,00	new
4061722017635	64-758-24L	"Couch Nalo Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar dunkelgrau Ottomane links U-Form"	1458,10	0,00	1458,10	0,00	0,00	1458,10	100,00	new
4061722017642	64-758-60L	"Couch Nalo Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar anthrazit Ottomane links U-Form"	1458,10	0,00	1458,10	0,00	0,00	1458,10	100,00	new
4061722017666	64-758-10L	"Couch Nalo Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar braun-schwarz Ottomane links U-Form"	1458,10	0,00	1458,10	0,00	0,00	1458,10	100,00	new
4061722017727	64-759-40R	"Ecksofa Nalo Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau Ottomane rechts L-Form"	1153,70	0,00	1153,70	0,00	0,00	1153,70	100,00	new
4061722017802	64-759-40L	"Ecksofa Nalo Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau Ottomane links L-Form"	1153,70	0,00	1153,70	0,00	0,00	1153,70	100,00	new
4061722018014	64-761-40R	"Couch Wayne Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau Ottomane rechts L-Form"	1049,40	0,00	1049,40	0,00	0,00	1049,40	100,00	new
4061722018021	64-761-24R	"Couch Wayne Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar dunkelgrau Ottomane rechts L-Form"	1083,70	0,00	1083,70	0,00	0,00	1083,70	100,00	new
4061722018052	64-761-10R	"Couch Wayne Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar braunschwarz Ottomane rechts L-Form"	1083,70	0,00	1083,70	0,00	0,00	1083,70	100,00	new
4061722018106	64-761-40L	"Couch Wayne Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau Ottomane links L-Form"	1083,70	0,00	1083,70	0,00	0,00	1083,70	100,00	new
4061722018113	64-761-24L	"Couch Wayne Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar dunkelgrau Ottomane links L-Form"	1083,70	0,00	1083,70	0,00	0,00	1083,70	100,00	new
4061722018144	64-761-10L	"Couch Wayne Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar braunschwarz Ottomane links L-Form"	1083,70	0,00	1083,70	0,00	0,00	1083,70	100,00	new
4061722020123	64-770-404	"Couch Paco Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau 260 cm"	761,90	0,00	761,90	0,00	0,00	761,90	100,00	new
4061722020178	64-770-104	"Paco Schlafsofa 260x90 cm Stone (Braun-Grau)"	786,60	0,00	786,60	0,00	0,00	786,60	100,00	new
4061722023483	64-776-404	"Couch Jenny Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau 203 cm"	574,10	0,00	574,10	0,00	0,00	574,10	100,00	new
4061722023490	64-776-244	"Couch Jenny Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar dunkelgrau 203 cm"	574,10	0,00	574,10	0,00	0,00	574,10	100,00	new
4061722023513	64-776-264	"Couch Jenny Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar denim blau 203 cm"	574,10	0,00	574,10	0,00	0,00	574,10	100,00	new
4061722023520	64-776-204	"Couch Jenny Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar sand beige 203 cm"	574,10	0,00	574,10	0,00	0,00	574,10	100,00	new
4061722023537	64-776-104	"Couch Jenny Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar stone 203 cm"	574,10	0,00	574,10	0,00	0,00	574,10	100,00	new
4061722023582	64-777-404	"Ecksofa Malia Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar schlamm grau Ottomane universell L-Form"	951,70	0,00	951,70	0,00	0,00	951,70	100,00	new
4061722023599	64-777-244	"Ecksofa Malia Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar dunkel grau Ottomane universell L-Form"	951,70	0,00	951,70	0,00	0,00	951,70	100,00	new
4061722023636	64-777-104	"Ecksofa Malia Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar stone Ottomane universell L-Form"	951,70	0,00	951,70	0,00	0,00	951,70	100,00	new
4061722023650	64-689-65R	"Ecksofa Kent Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar LED schwarz schlamm-grau L-Form rechts"	949,10	0,00	949,10	0,00	0,00	949,10	100,00	new
4061722023667	64-689-65L	"Ecksofa Kent Couch Schlafcouch Bettsofa Schlafsofa Sofabett Funktionssofa ausziehbar Beleuchtung schwarz schlamm-grau L-Form links"	949,10	0,00	949,10	0,00	0,00	949,10	100,00	new
4061722024497	64-780-89R	"Funktionale Couch Melfi Sofa Schlafcouch Bettsofa Schlafsofa Sofabett Wohnlandschaft ausziehbar hellgrau silber Ottomane rechts U-Form"	1325,20	0,00	1325,20	0,00	0,00	1325,20	100,00	new
