EAN	Offer_id	Titel	"Günstigster Gesamtpreis neu"	"Günstigster Gesamtpreis gebraucht"	"Ihr Gesamtpreis"	"Differenz zu neu absolut"	"Differenz zu neu %"	"Differenz zu gebraucht absolut"	"Differenz zu gebraucht %"	"Zustand des Angebots"
0683813568785	10-H9-GV-84+10-H9-GV-86	"Wohnwand Schrankwand  Anbauwand Wohnzimmer MEDIANA4 10 tlg. Hängevitrine Hängeregal TV Wandboard grau Eiche LED-Beleuchtung"	1504,80	0,00	1504,80	0,00	0,00	1504,80	100,00	new
0683813568792	10-H9-WH-84+10-H9-WH-86	"Wohnwand Schrankwand  Anbauwand Wohnzimmer MEDIANA4 10 tlg. Hängevitrine Hängeregal TV Wandboard weiß Eiche LED-Beleuchtung"	1504,80	0,00	1504,80	0,00	0,00	1504,80	100,00	new
0683813568808	30-96-WD-01+30-96-WD-13+30-96-WD-42+30-9	"Garderobe MATEO3 4-tlg Hochschrank Paneel Spiegel Schuhkommode weiß Driftwood Nachbildung"	796,90	0,00	796,90	0,00	0,00	796,90	100,00	new
0683813568815	30-96-WD-03+30-96-WD-13+30-96-WD-42+30-9	"Garderobe MATEO4 4-tlg Hochschrank 3-trg Paneel Spiegel Schuhkommode weiß Driftwood Nachbildung"	833,90	0,00	833,90	0,00	0,00	833,90	100,00	new
0683813568822	30-96-WD-82+30-96-WD-13	"Garderobe MATEO5 6-tlg Hochschrank Paneel Spiegel Schuhkommode Bank weiß Driftwood Nachbildung"	1043,80	0,00	1043,80	0,00	0,00	1043,80	100,00	new
0683813568839	30-96-WD-83+30-96-WD-13	"Garderobe MATEO6 6-tlg Hochschrank 3-trg Paneel Spiegel Schuhkommode Bank weiß Driftwood Nachbildung"	1128,80	0,00	1128,80	0,00	0,00	1128,80	100,00	new
0683813568990	S20-301+S20-718+S20-566	"Schlafzimmer Komplett Set 4-tlg. STOCKHOLM Bett 180 Kleiderschrank 225 cm 5türig Nachtkommoden Spiegel grau braun Weißtanne"	1035,80	0,00	1035,80	0,00	0,00	1035,80	100,00	new
0683813569027	S20-566	"Kleiderschrank STOCKHOLM 225cm Schrank Drehtüren 5türig Spiegel grau braun Weißtanne"	490,80	0,00	490,80	0,00	0,00	490,80	100,00	new
0683813569034	S20-301+S20-718+S20-788	"Schlafzimmer Komplett Set 4-tlg. STOCKHOLM Bett 180 Kleiderschrank 272 cm Nachtkommoden grau braun Weißtanne"	1174,80	0,00	1174,80	0,00	0,00	1174,80	100,00	new
0683813569041	S20-788	"Kleiderschrank STOCKHOLM Schrank Schwebetürenschrank 272cm Schlafzimmer grau braun Weißtanne"	610,80	0,00	610,80	0,00	0,00	610,80	100,00	new
0683813569058	S20-786	"Kleiderschrank STOCKHOLM Schwebetürenschrank 272cm Schlafzimmer Spiegel grau braun Weißtanne"	741,80	0,00	741,80	0,00	0,00	741,80	100,00	new
0683813569065	S20-301+S20-718+S20-786	"Schlafzimmer Komplett Set 4-tlg. STOCKHOLM Bett 180 Kleiderschrank Schwebetüren 272 cm Nachtkommoden Spiegel grau braun Weißtanne"	1248,80	0,00	1248,80	0,00	0,00	1248,80	100,00	new
0683813569072	002-884	"LED Schrank Beleuchtung Aufsatz 2 Stück für Modelle Freibug, Stokholm, Lotto, Odessa"	181,80	0,00	181,80	0,00	0,00	181,80	100,00	new
0683813569089	S20-301+S20-718	"Bett 180cm Dopplebett Ehebett 3-tlg. Bettanlage STOCKHOLM Nachtkommoden grau braun Weißtanne"	630,80	0,00	630,80	0,00	0,00	630,80	100,00	new
0683813569201	87-715-A9	"Bettanlage MATCH 3-tlg. Bett 180cm Dopplebett Ehebett Nachtkommoden weiß Eiche San Remo"	284,90	0,00	284,90	0,00	0,00	284,90	100,00	new
0702024410017	58-525-17	"Schwebetürenschrank PENTA 5 Kleiderschrank Schrank Schlafzimmer Weiß mit Spiegel"	566,10	0,00	566,10	0,00	0,00	566,10	100,00	new
0702024410079	39-730-68+89-450-66	"Büromöbel-Set MANAGER Schreibtisch Büroeinrichtung Eckschreibtisch Eiche Sonoma"	524,90	0,00	524,90	0,00	0,00	524,90	100,00	new
0702024410093	39-452-66+89-450-66+34-450-66	"Büromöbel-Set OFFICE LINE Eckschreibtisch Rollcontainer Regalwand Büroeinrichtung Eiche Sonoma"	498,37	0,00	498,37	0,00	0,00	498,37	100,00	new
0702024410222	TMM0702024410222	"Büromöbel-Set TOKYO Schreibtisch Regal Sideboard Highboard San Remo hell"	778,20	0,00	778,20	0,00	0,00	778,20	100,00	new
0702024410239	39-825-A8	"Eckschreibtisch TOKYO Winkelkombination Winkelschreibtisch Büromöbel Schreibtisch Sideboard"	250,20	0,00	250,20	0,00	0,00	250,20	100,00	new
0702024410468	58-177-68	"Kleiderschrank WIKI 3 türig Schrank Spiegel Kinderzimmer Jugendzimmer Sonoma Weiß"	246,00	0,00	246,00	0,00	0,00	246,00	100,00	new
0702024410864	39-825-A8+35-825-A8	"Büromöbel-Set 1 TOKYO Schreibtisch Regal 1 San Remo hell"	416,20	0,00	416,20	0,00	0,00	416,20	100,00	new
0702024410871	39-825-A8+45-825-A8	"Büromöbel-Set 3 TOKYO Schreibtisch Highboard San Remo hell"	464,90	0,00	464,90	0,00	0,00	464,90	100,00	new
0702024410888	39-825-A8+35-826-A8	"Büromöbel-Set 2 TOKYO Schreibtisch Regal 2 Büro San Remo hell"	516,80	0,00	516,80	0,00	0,00	516,80	100,00	new
0702024410987	45-825-A8	"Regal TOKYO Highboard Büromöbel Regal Büro weiß Eiche San Remo hell"	211,40	0,00	211,40	0,00	0,00	211,40	100,00	new
0702024410994	35-826-A8	"Regal 2 TOKYO  Büromöbel Regalwand Büro Office weiss San Remo hell"	260,40	0,00	260,40	0,00	0,00	260,40	100,00	new
0702024411007	35-825-A8	"Regal 1 TOKYO  Büromöbel Regalwand Büro Office weiss Eiche San Remo hell"	223,60	0,00	223,60	0,00	0,00	223,60	100,00	new
0702024411076	80-30-01-18	"Doppelbett MADRID Bett Ehebett Schlafzimmer 180 x 200 Kiefer massiv natur"	475,10	0,00	475,10	0,00	0,00	475,10	100,00	new
0702024411267	89-450-30	"Regalwand OFFICE LINE Regal Regal-Set Aktenschrank Aktenregal Büro Einrichtung Walnuss"	271,10	0,00	271,10	0,00	0,00	271,10	100,00	new
0702024411274	39-451-30+89-450-30	"Büromöbel-Set OFFICE LINE Eckschreibtisch Rollcontainer Regalwand Büroeinrichtung Walnuss"	491,50	0,00	491,50	0,00	0,00	491,50	100,00	new
0702024411373	318212	"Wickelkommode Wickeltisch FILOU umbaubar zur Kommode"	236,60	0,00	236,60	0,00	0,00	236,60	100,00	new
0702024411397	318200	"Wickelkommode FILOU II Wickeltisch FILOU Kommode weiß"	249,60	0,00	249,60	0,00	0,00	249,60	100,00	new
0702024411410	316392+316216+316493	"Babyzimmer-Set LILLY 5tlg Komplett Bett Wickelkommode Unterschrank Schrank Regal Abs. San Remo-Eiche"	564,20	0,00	564,20	0,00	0,00	564,20	100,00	new
0702024411434	34-450-66	"Rollcontainer OFFICE LINE für Winkelschreibtisch Schreibtisch Büro / Farbe: Eiche Sonoma"	104,70	0,00	104,70	0,00	0,00	104,70	100,00	new
0702024411441	34-450-17	"Rollcontainer OFFICE LINE für Winkelschreibtisch Schreibtisch Büro Weiss"	100,70	0,00	100,70	0,00	0,00	100,70	100,00	new
0702024411458	310394	"Babyzimmer-Set KIMBA 6tlg Komplett Bett Wickelkommode gr. Schrank Regal Eiche-Sägerau"	635,60	0,00	635,60	0,00	0,00	635,60	100,00	new
0702024411465	310387	"Babyzimmer-Set KIMBA 6tlg Komplett Bett Wickelkommode kl. Schrank Regal Eiche-Sägerau"	571,50	0,00	571,50	0,00	0,00	571,50	100,00	new
0702024411472	310392	"Babyzimmer-Set KIMBA 3tlg Komplett Bett Wickelkommode gr. Schrank Eiche-Sägerau"	588,90	0,00	588,90	0,00	0,00	588,90	100,00	new
0702024411502	320947	"Babyzimmer-Set JALTA 3tlg Komplettset Bett Wickelkommode Schrank Alpinweiß"	689,60	0,00	689,60	0,00	0,00	689,60	100,00	new
0702024411519	39-452-66+34-450-66	"Eckschreibtisch OFFICE LINE Winkelschreibtisch Schreibtisch Rollcontainer Büro Eiche Sonoma"	294,10	0,00	294,10	0,00	0,00	294,10	100,00	new
0702024411540	58-305-17	"Schwebetürenschrank VICTOR 4 Kleiderschrank Schrank Schlafzimmer / Weiß / 215 x 210 cm"	314,10	0,00	314,10	0,00	0,00	314,10	100,00	new
0702024411571	58-305-25	"Schwebetürenschrank VICTOR 4 Kleiderschrank Schrank weiß mit Bauchbinde Schwarz 215 x 210 cm"	295,90	0,00	295,90	0,00	0,00	295,90	100,00	new
0702024411625	310224	"Babybett KIMBA Kinderbett Babyzimmer Kinderzimmer in Alpinweiss"	220,80	0,00	220,80	0,00	0,00	220,80	100,00	new
0702024411632	310224+310227	"Babybett KIMBA Kinderbett Babyzimmer Kinderzimmer inkl. Bettschubkasten in Alpinweiss / Eiche Sägerau Nachbildung"	270,10	0,00	270,10	0,00	0,00	270,10	100,00	new
0702024411649	310224+310226+310227	"Babybett KIMBA Kinderbett Babyzimmer Kinderzimmer inkl. Bettschubkasten und Umbauseiten in Alpinweiss / Eiche Sägerau Nachbildung"	288,10	0,00	288,10	0,00	0,00	288,10	100,00	new
0702024411656	310180	"Kleiderschrank KIMBA 2-Türig Schrank Kleiderstange Babyzimmer Kinderzimmer Jugendzimmer weiß Eiche Sägerau Nachbildung"	195,10	0,00	195,10	0,00	0,00	195,10	100,00	new
0702024411663	310216	"Wickelkommode-Regal KIMBA Babyzimmer Kinderzimmer Alpinweiss für Eiche Sägerau"	95,80	0,00	95,80	0,00	0,00	95,80	100,00	new
0702024411724	310421	"Hängeregal KIMBA Babyzimmer Kinderzimmer Wickelkommode Regal Eiche Sägerau"	90,80	0,00	90,80	0,00	0,00	90,80	100,00	new
0702024411731	310227	"Bettkasten KIMBA Babybett Kinderbett Bett Kinderzimmer Babyzimmer Eiche Sägerau"	124,70	0,00	124,70	0,00	0,00	124,70	100,00	new
0702024411755	310176	"Kleiderschrank KIMBA 2-Türig Schrank Kleiderstange und Böden Babyzimmer Kinderzimmer Jugendzimmer weiß Eiche Sägerau Nachbildung"	250,10	0,00	250,10	0,00	0,00	250,10	100,00	new
0702024411762	310177	"Kleiderschrank KIMBA 3-Türig Schrank Babyzimmer Kinderzimmer Jugendzimmer Alpinweiss / Eiche Sägerau"	300,60	0,00	300,60	0,00	0,00	300,60	100,00	new
0702024411779	310493	"Regal KIMBA Regal Regalwand Kinderzimmer Jugendzimmer Alpinweiss"	131,80	0,00	131,80	0,00	0,00	131,80	100,00	new
0702024411830	395382	"Babyzimmer-Set BORNHOLM 3tlg Komplettset Bett Wickelkommode gr. Schrank Weißeiche-Nachbildung"	654,70	0,00	654,70	0,00	0,00	654,70	100,00	new
0702024411854	813365	"Schlafzimmer-Set ACAPULCO Doppelbett Komplettset Nachtkommoden Kleiderschrank Bett 180 x 200 Weißeiche Abs. Glas Grey"	800,10	0,00	800,10	0,00	0,00	800,10	100,00	new
0702024411861	813141	"Doppelbett + 2 Nachtkommoden ACAPULCO Bett Ehebett Schlafzimmer 180 x 200 Weißeiche"	355,10	0,00	355,10	0,00	0,00	355,10	100,00	new
0702024411878	813142	"Futonbett + 2 Nachtkommoden ACAPULCO Bett Schlafzimmer 160 x 200 Weißeiche"	355,10	0,00	355,10	0,00	0,00	355,10	100,00	new
0702024411885	813342	"Schlafzimmer-Set ACAPULCO Komplettset Doppelbett Nachtkommoden Kleiderschrank Bett 180 x 200 Weißeiche Abs. Glas Grey"	743,10	0,00	743,10	0,00	0,00	743,10	100,00	new
0702024411953	782131	"Schlafzimmer-Set ANNA Doppelbett Nachtkommoden Kleiderschrank Bett 180 x 200 Alpinweiß"	555,10	0,00	555,10	0,00	0,00	555,10	100,00	new
0702024412028	127771	"Schwebetürenschrank AREZZO Kleiderschrank Schrank Alpinweiß mit Absetzung in Glas Weiß"	386,10	0,00	386,10	0,00	0,00	386,10	100,00	new
0702024412288	374299+374697+374484	"Jugendzimmer-Set NIGHTLIGHT Komplettset 3TLG Bett Nachtkommode Kleiderschrank Alpinweiß"	625,10	0,00	625,10	0,00	0,00	625,10	100,00	new
0702024412332	395511+395224+395413	"Babyzimmer-Set BORNHOLM 3tlg Bett Komplettset Wickelkommode Eckschrank Weißeiche-Nachbildung / Icy White"	626,10	0,00	626,10	0,00	0,00	626,10	100,00	new
0702024412943	395382+395226+395420+395487	"Babyzimmer-Set BORNHOLM 6tlg Komplettset Bett Wickelkommode Gr. Schrank Regal Weisseiche Nachbildung"	779,10	0,00	779,10	0,00	0,00	779,10	100,00	new
0702024412950	395227	"Bettkasten BORNHOLM Babybett Kinderbett Bett Kinderzimmer Babyzimmer Weisseiche"	110,80	0,00	110,80	0,00	0,00	110,80	100,00	new
0702024413117	BR_KRETA160-200	"Funktionspolsterbett KRETA Boxspringbett Doppelbett Polsterbett Schlafzimmer 160 x 200 cm grau"	1408,90	0,00	1408,90	0,00	0,00	1408,90	100,00	new
0702024413124	BR_KRETA180-200	"Funktionspolsterbett KRETA Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm  grau"	1439,90	0,00	1439,90	0,00	0,00	1439,90	100,00	new
0702024413148	BR_MARS120-200	"Funktionspolsterbett MARS Boxspringbett Doppelbett Polsterbett Schlafzimmer 120 x 200 cm weiß grau"	658,90	0,00	658,90	0,00	0,00	658,90	100,00	new
0702024413155	BR_MARS140-200	"Funktionspolsterbett MARS Boxspringbett Doppelbett Polsterbett Schlafzimmer 140 x 200 cm weiß / grau"	688,90	0,00	688,90	0,00	0,00	688,90	100,00	new
0702024413162	BR_MARS160-200	"Funktionspolsterbett MARS Boxspringbett Doppelbett Polsterbett Schlafzimmer 160 x 200 cm  weiß / grau"	773,90	0,00	773,90	0,00	0,00	773,90	100,00	new
0702024413179	BR_MARS180-200	"Funktionspolsterbett MARS Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm weiß / grau"	804,90	0,00	804,90	0,00	0,00	804,90	100,00	new
0702024413186	BR_MARS200-200	"Funktionspolsterbett MARS Boxspringbett Doppelbett Polsterbett Schlafzimmer 200 x 200 cm  weiß / grau"	850,90	0,00	850,90	0,00	0,00	850,90	100,00	new
0702024413841	83-447-13	"Couchtisch CURVE Beistelltisch Wohnzimmertisch Tisch in Weiß Hochglanz"	188,90	0,00	188,90	0,00	0,00	188,90	100,00	new
0702024413889	83-606-13	"Couchtisch ROMY Beistelltisch Wohnzimmertisch Tisch in Hochglanz weiß"	146,40	0,00	146,40	0,00	0,00	146,40	100,00	new
0702024413919	83-531-66	"TV Lowboard MANGO TV Rack Fernsehtisch Eiche Sonoma"	115,80	0,00	115,80	0,00	0,00	115,80	100,00	new
0702024413940	83-475-13	"Couchtisch DAISY Beistelltisch Wohnzimmertisch Tisch in Weiss Hochglanz"	174,80	0,00	174,80	0,00	0,00	174,80	100,00	new
0702024414015	BR_PLUTO120-200_WEIß_SCHWARZ_1754	"Funktionspolsterbett PLUTO Boxspringbett Doppelbett Polsterbett Schlafzimmer 120 x 200 cm weiß / schwarz"	580,90	0,00	580,90	0,00	0,00	580,90	100,00	new
0702024414022	BR_PLUTO140-200_WEISS_SCHWARZ_1754	"Funktionspolsterbett PLUTO Boxspringbett Doppelbett Polsterbett Schlafzimmer 140 x 200 cm weiß / schwarz"	688,90	0,00	688,90	0,00	0,00	688,90	100,00	new
0702024414039	BR_PLUTO160-200_WEISS_SCHWARZ_1754	"Funktionspolsterbett PLUTO Boxspringbett Doppelbett Polsterbett Schlafzimmer 160 x 200 cm weiß / schwarz"	605,90	0,00	605,90	0,00	0,00	605,90	100,00	new
0702024414046	BR_PLUTO180-200_WEIß_SCHWARZ_1754	"Funktionspolsterbett PLUTO Boxspringbett Doppelbett Polsterbett Schlafzimmer 180 x 200 cm weiß / schwarz"	688,90	0,00	688,90	0,00	0,00	688,90	100,00	new
0702024414053	BR_PLUTO200-200_WEIß_SCHWARZ_1754	"Funktionspolsterbett PLUTO Boxspringbett Doppelbett Polsterbett Schlafzimmer 200 x 200 cm weiß / schwarz"	735,90	0,00	735,90	0,00	0,00	735,90	100,00	new
0702024414077	83-436-17	"Couchtisch SWING Wohnzimmertisch Beistelltisch Tisch in weiß"	179,40	0,00	179,40	0,00	0,00	179,40	100,00	new
0702024414138	83-540-D7	"Couchtisch DAKAR Wohnzimmertisch Beistelltisch Tisch in Sibiu Lärche Abs. Touchwood"	173,90	0,00	173,90	0,00	0,00	173,90	100,00	new
0702024414145	83-456-66	"Couchtisch LAZY Beistelltisch Wohnzimmertisch Tisch in Sonoma Eiche"	186,90	0,00	186,90	0,00	0,00	186,90	100,00	new
0702024414152	83-557-D5	"Couchtisch STONE Wohnzimmertisch Beistelltisch Tisch in Beton Optik Abs. Weiss"	153,80	0,00	153,80	0,00	0,00	153,80	100,00	new
0702024414169	83-576-13	"Beistelltisch GENUA Couchtisch Ecktisch Tisch in Weiss Hochglanz"	103,80	0,00	103,80	0,00	0,00	103,80	100,00	new
0702024414190	TMM0702024414190	"Büromöbel-Set OFFICE LINE LUX Eckschreibtisch Rollcontainer Regalwand Büroeinrichtung Lichtgrau Graphit Glas"	955,10	0,00	955,10	0,00	0,00	955,10	100,00	new
0702024414282	36-254-13+54-251-13	"Badmöbel SPLASH 2-tlg Badezimmer Set Badmöbel Badezimmermöbel in Weiß Abs Weiß Hochglanz"	395,60	0,00	395,60	0,00	0,00	395,60	100,00	new
0702024414299	36-254-13+54-251-13+70-251-13	"Badmöbel SPLASH 3-tlg Badezimmer Set Badmöbel Badezimmermöbel in Weiß Abs Weiß Hochglanz"	539,60	0,00	539,60	0,00	0,00	539,60	100,00	new
0702024414329	35-455-L5+70-455-L5+35-455-L5	"Regalwand OFFICE LINE LUX Regal Regal-Set XL Aktenschrank Aktenregal Büro Einrichtung in Lichtgrau Abs. Glas Graphit"	545,50	0,00	545,50	0,00	0,00	545,50	100,00	new
0702024414367	8047449+8044803	"Schreibtisch Prima höhenverstellbar elektrisch ergonomisch 180cm Weiß Grau"	520,00	0,00	520,00	0,00	0,00	520,00	100,00	new
0702024414398	8047449+8044849	"Schreibtisch Prima höhenverstellbar elektrisch ergonomisch 180cm Weiß Weiß"	538,90	0,00	538,90	0,00	0,00	538,90	100,00	new
0702024414411	70-959-13	"Garderobenschrank SPICE Hochschrank Flurschrank Dielenschrank Weiß Hochglanz mit Spiegel"	241,20	0,00	241,20	0,00	0,00	241,20	100,00	new
0702024414428	31-959-13	"Garderobe SPICE Paneel, Wandpaneel, Garderobenpaneel, Kleiderstange, Weiß"	125,80	0,00	125,80	0,00	0,00	125,80	100,00	new
0702024414435	36-959-13	"Schuhschrank SPICE Schuhkommode,  Garderobenschrank, Flurkommode, Weiß Hochglanz"	170,90	0,00	170,90	0,00	0,00	170,90	100,00	new
0702024414442	8040249+8044803	"Schreibtisch Prima höhenverstellbar elektrisch ergonomisch 150cm Weiß Grau"	456,10	0,00	456,10	0,00	0,00	456,10	100,00	new
0702024414459	8040249+8044849	"Schreibtisch Prima höhenverstellbar elektrisch ergonomisch 150cm weiß weiß"	456,60	0,00	456,60	0,00	0,00	456,60	100,00	new
0702024414466	8040236+8044803	"Schreibtisch höhenverstellbar elektrisch Motor ergonomisch 150cm Braun Grau"	491,10	0,00	491,10	0,00	0,00	491,10	100,00	new
0702024414473	8040208+8044803	"Schreibtisch Prima höhenverstellbar elektrisch ergonomisch 150cm Ahorn Grau"	456,50	0,00	456,50	0,00	0,00	456,50	100,00	new
0702024414497	33-959-13	"Schuhbank SPICE Garderobenbank Garderobe Schuhschrank 2 Türen 80cm weiß"	113,80	0,00	113,80	0,00	0,00	113,80	100,00	new
0702024414503	80400-3034903	"Eckschreibtisch PRIMA Winkelschreibtisch Schreibtisch in Weiß Grau"	336,20	0,00	336,20	0,00	0,00	336,20	100,00	new
0702024414541	38-251-D9+22-120-D9	"Ausziehbett + Eckkleiderschrank Nessi Bett 90cm Einzelbett Schlafzimmer begehbarer Kleiderschrank 146cm Sandeiche Weiß"	703,90	0,00	703,90	0,00	0,00	703,90	100,00	new
0702024414558	310394+310421	"Babyzimmer-Set KIMBA 7tlg Komplett Bett Wickelkommode gr. Schrank und Hängeregal Regal Eiche-Sägerau"	638,10	0,00	638,10	0,00	0,00	638,10	100,00	new
0702024414565	310387+310421	"Babyzimmer-Set KIMBA 7tlg Komplett Bett Wickelkommode kl. Schrank und Hängeregal Regal Eiche-Sägerau"	570,10	0,00	570,10	0,00	0,00	570,10	100,00	new
0702024414572	58-008-01+58-009-01+58-4TR-01	"Silent System Set 200 Soft Close Set Schließdämpfung Öffnungsdämpfung Kollisionsdämpfung für Kleiderschränke"	170,30	0,00	170,30	0,00	0,00	170,30	100,00	new
0702024414671	39-452-17+89-450-17+34-450-17	"Büromöbel-Set OFFICE LINE Eckschreibtisch Rollcontainer Regalwand Büroeinrichtung weiß"	593,80	0,00	593,80	0,00	0,00	593,80	100,00	new
0702024414756	39-452-17+34-450-17	"Eckschreibtisch OFFICE LINE Winkelschreibtisch Schreibtisch Rollcontainer Büro weiß"	350,80	0,00	350,80	0,00	0,00	350,80	100,00	new
0702024415029	TMM0702024415029	"Büromöbel-Set OFFICE LINE LUX Eckschreibtisch Rollcontainer Regalwand Büroeinrichtung Lichtgrau Glas Graphit"	929,80	0,00	929,80	0,00	0,00	929,80	100,00	new
0702024415036	TMM0702024415036	"Garderobe GO 4-tlg Paneel Bank Schuhschrank Spiegel weiß hochglanz"	504,50	0,00	504,50	0,00	0,00	504,50	100,00	new
0702024415050	TMM0702024415050	"Garderobe GO 4-tlg Paneel Bank Schuhschrank Spiegel Eiche Sonoma"	503,90	0,00	503,90	0,00	0,00	503,90	100,00	new
0702024415081	TMM0702024415081	"Garderobe RENO 4-TLG Paneel Spiegel Schuhschrank Bank in Weiß Hochglanz und Abs. grau"	769,90	0,00	769,90	0,00	0,00	769,90	100,00	new
0702024415111	TMM0702024415111	"Garderobe DINARO 4-TLG Paneel Spiegel Schuhkommode Bank Eiche"	568,30	0,00	568,30	0,00	0,00	568,30	100,00	new
0702024415128	39-458-L5+34-455-L5	"Eckschreibtisch OFFICE LINE LUX Winkelschreibtisch Schreibtisch Rollcontainer Büro Lichtgrau Abs. Glas Graphit"	319,40	0,00	319,40	0,00	0,00	319,40	100,00	new
0702024415371	TMM0702024415371	"Garderobe BONANZA 4-TLG Paneel Spiegel Schuhkommode Bank Driftwood Nachbildung"	584,90	0,00	584,90	0,00	0,00	584,90	100,00	new
0702024415456	TMM0702024415319	"Garderobe DINARO 4-TLG Paneel Spiegel Schuhkommode Bank Eiche hell"	568,30	0,00	568,30	0,00	0,00	568,30	100,00	new
0702024415944	TMM0702024415944	"Garderobe ROCKY 4-TLG Paneel Spiegel Schuhkommode Bank Silbereiche Nachbildung"	444,20	0,00	444,20	0,00	0,00	444,20	100,00	new
0702024416071	83-651-13	"Couchtisch ROMY MINI Beistelltisch Wohnzimmertisch Tisch in weiß"	168,80	0,00	168,80	0,00	0,00	168,80	100,00	new
0702024416224	778214949+77813-49	"Büromöbel Set PARIS Bürotisch Regal Landhausstil Landwood Schubladen weiß"	391,20	0,00	391,20	0,00	0,00	391,20	100,00	new
0702024416231	62-228-C0+62-228-C0	"Stuhl 2er Set ELISA Esszimmerstuhl grau dunkelgrau antharzit Metall Gestell"	158,10	0,00	158,10	0,00	0,00	158,10	100,00	new
0702024416392	316224	"Babybett LILLY Kinderbett Babyzimmer Kinderzimmer  in Alpinweiß"	174,60	0,00	174,60	0,00	0,00	174,60	100,00	new
0702024416408	316173	"Kleiderschrank LILLY 3-türig Schrank Babyzimmer Kinderzimmer Jugendszimmer Alpinweiss San Remo Eiche"	298,10	0,00	298,10	0,00	0,00	298,10	100,00	new
0702024416460	64-687-899+56-A94-899	"Couch LILLY Sofa Eckcouch Ecksofa Schlafsofa Wohnlandschaft Polsterecke L-Form 274cm silber"	966,50	0,00	966,50	0,00	0,00	966,50	100,00	new
0702024416507	64-686-899+56-A94-899	"Couch LILLY Sofa Eckcouch Ecksofa Schlafsofa Wohnlandschaft Polsterecke U-Form 361cm silber"	1115,50	0,00	1115,50	0,00	0,00	1115,50	100,00	new
0702024416514	64-686-079+56-A94-079	"Couch LILLY Sofa Eckcouch Ecksofa Schlafsofa Wohnlandschaft Polsterecke U-Form 361cm hellgrau"	1115,60	0,00	1115,60	0,00	0,00	1115,60	100,00	new
0702024416590	89-236-13	"Wohnwand Wohnzimmer-Set Milo 5 tlg. Hängevitrine Standvitrine Wandboard TV Lowboard weiß hochglanz LED Beleuchtung Blau"	576,10	0,00	576,10	0,00	0,00	576,10	100,00	new
0702024416699	58-741-17+58-008-01+58-009-01+58-4TR-01	"Schwebetürenschrank SYNCRO1 Kleiderschrank Schrank Schlafzimmerschrank 315 x 226 cm weiß Spiegel Dämpfung"	855,10	0,00	855,10	0,00	0,00	855,10	100,00	new
0702024416828	56-004-10+1102018	"Boxspringbett ATLANTA1 140cm grau Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	719,10	0,00	719,10	0,00	0,00	719,10	100,00	new
0702024416835	56-004-11+1102018	"Boxspringbett ATLANTA1 140cm braun Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	719,10	0,00	719,10	0,00	0,00	719,10	100,00	new
0702024416842	56-004-15+1102018	"Boxspringbett ATLANTA1 140cm schwarz Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	719,10	0,00	719,10	0,00	0,00	719,10	100,00	new
0702024416859	56-006-10+1102018	"Boxspringbett ATLANTA1 160cm grau Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	764,10	0,00	764,10	0,00	0,00	764,10	100,00	new
0702024416866	56-006-11+1102018	"Boxspringbett ATLANTA1 160cm braun Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	764,10	0,00	764,10	0,00	0,00	764,10	100,00	new
0702024416873	56-006-15+1102018	"Boxspringbett ATLANTA1 160cm schwarz Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	764,10	0,00	764,10	0,00	0,00	764,10	100,00	new
0702024416880	56-008-10+1102018	"Boxspringbett ATLANTA1 180cm grau Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	810,10	0,00	810,10	0,00	0,00	810,10	100,00	new
0702024416897	56-008-11+1102018	"Boxspringbett ATLANTA1 180cm braun Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	810,10	0,00	810,10	0,00	0,00	810,10	100,00	new
0702024416903	56-008-15+1102018	"Boxspringbett ATLANTA1 180cm schwarz Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	810,10	0,00	810,10	0,00	0,00	810,10	100,00	new
0702024416910	56-014-10+1102018	"Boxspringbett ATLANTA2 140cm grau Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	764,10	0,00	764,10	0,00	0,00	764,10	100,00	new
0702024416927	56-014-11+1102018	"Boxspringbett ATLANTA2 140cm braun Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	764,10	0,00	764,10	0,00	0,00	764,10	100,00	new
0702024416934	56-014-15+1102018	"Boxspringbett ATLANTA2 140cm schwarz Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	764,10	0,00	764,10	0,00	0,00	764,10	100,00	new
0702024416941	56-016-10+1102018	"Boxspringbett ATLANTA2 160cm grau Beleuchtung Funktionspolsterbett Doppelbett Polsterbett Schlafzimmer"	810,10	0,00	810,10	0,00	0,00	810,10	100,00	new
